Area Code,Difference Between Actual and Target Profit,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Line,Product Type,Product,Profit,Sales,State,Target Margin,Target Profit,Target Sales,Total Expenses,Type
262,0,10/1/2013,606,84,Small Market,Central,54,1,Leaves,Tea,Earl Grey,$0,153,Wisconsin,50,0,90,84,Regular
425,45,10/1/2013,329,99,Small Market,West,18,1,Leaves,Tea,Darjeeling,$85,169,Washington,50,40,70,42,Regular
312,10,11/1/2013,536,52,Major Market,Central,13,1,Leaves,Herbal Tea,Lemon,$40,98,Illinois,50,30,80,25,Decaf
419,5,11/1/2013,862,52,Major Market,Central,10,1,Leaves,Herbal Tea,Lemon,$45,94,Ohio,50,40,80,22,Decaf
857,2,11/1/2013,410,69,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,$22,132,Massachusetts,50,20,90,54,Decaf
323,10,11/1/2013,536,52,Major Market,West,13,1,Leaves,Herbal Tea,Mint,$40,98,California,50,30,80,25,Decaf
352,-6,11/1/2013,875,42,Major Market,East,7,1,Leaves,Tea,Darjeeling,$34,75,Florida,50,40,70,19,Regular
904,2,11/1/2013,856,47,Major Market,East,8,1,Leaves,Tea,Green Tea,$42,83,Florida,50,40,80,19,Regular
978,3,11/1/2013,482,48,Major Market,East,8,1,Leaves,Tea,Green Tea,$43,85,Massachusetts,50,40,80,19,Regular
760,30,11/1/2013,589,73,Major Market,West,14,1,Leaves,Tea,Earl Grey,$70,131,California,50,40,80,26,Regular
515,6,11/1/2013,387,43,Small Market,Central,0,1,Beans,Espresso,Decaf Espresso,$46,46,Iowa,50,40,50,12,Decaf
505,-22,11/1/2013,1804,40,Small Market,South,25,1,Beans,Coffee,Decaf Irish Cream,-$12,130,New Mexico,50,10,140,48,Decaf
515,-16,11/1/2013,802,34,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,$24,60,Iowa,50,40,70,18,Regular
505,-10,11/1/2013,325,62,Small Market,South,40,1,Beans,Espresso,Caffe Mocha,-$10,113,New Mexico,50,0,80,69,Regular
775,-16,11/1/2013,243,41,Small Market,West,12,1,Beans,Coffee,Colombian,-$6,79,Nevada,50,10,80,45,Regular
314,-12,11/1/2013,325,62,Small Market,Central,40,1,Leaves,Herbal Tea,Chamomile,-$12,113,Missouri,50,0,90,70,Decaf
715,0,11/1/2013,856,47,Small Market,Central,8,1,Leaves,Herbal Tea,Lemon,$40,83,Wisconsin,50,40,70,20,Decaf
959,26,11/1/2013,1060,81,Small Market,East,21,1,Leaves,Herbal Tea,Mint,$56,160,Connecticut,50,30,100,43,Decaf
715,29,11/1/2013,454,71,Small Market,Central,15,1,Leaves,Tea,Darjeeling,$49,128,Wisconsin,50,20,90,38,Regular
206,20,11/1/2013,454,71,Small Market,West,15,1,Leaves,Tea,Earl Grey,$50,128,Washington,50,30,80,37,Regular
970,13,12/1/2013,531,56,Major Market,Central,14,1,Beans,Coffee,Colombian,$43,106,Colorado,50,30,90,27,Regular
330,16,12/1/2013,435,60,Major Market,Central,13,1,Beans,Coffee,Colombian,$36,108,Ohio,50,20,90,36,Regular
978,-20,12/1/2013,571,52,Major Market,East,42,1,Beans,Espresso,Caffe Mocha,-$30,106,Massachusetts,50,-10,90,72,Regular
312,13,12/1/2013,531,56,Major Market,Central,14,1,Leaves,Herbal Tea,Lemon,$43,106,Illinois,50,30,90,27,Decaf
323,13,12/1/2013,531,56,Major Market,West,14,1,Leaves,Herbal Tea,Mint,$43,106,California,50,30,90,27,Decaf
303,-1,12/1/2013,422,57,Major Market,Central,17,1,Leaves,Tea,Darjeeling,$9,110,Colorado,50,10,80,51,Regular
970,19,12/1/2013,1054,63,Major Market,Central,16,1,Leaves,Tea,Earl Grey,$39,124,Colorado,50,20,90,37,Regular
978,3,12/1/2013,870,49,Major Market,East,9,1,Leaves,Tea,Darjeeling,$43,87,Massachusetts,50,40,80,20,Regular
321,5,12/1/2013,863,51,Major Market,East,9,1,Leaves,Tea,Green Tea,$45,91,Florida,50,40,80,21,Regular
563,7,12/1/2013,344,43,Small Market,Central,0,1,Beans,Espresso,Decaf Espresso,$47,46,Iowa,50,40,50,11,Decaf
318,20,12/1/2013,466,63,Small Market,South,13,1,Beans,Espresso,Decaf Espresso,$40,113,Louisiana,50,20,80,36,Decaf
775,-18,12/1/2013,1009,38,Small Market,West,9,1,Beans,Coffee,Decaf Irish Cream,$12,74,Nevada,50,30,80,30,Decaf
515,-15,12/1/2013,807,35,Small Market,Central,6,1,Beans,Espresso,Caffe Mocha,$25,62,Iowa,50,40,70,18,Regular
225,26,12/1/2013,320,66,Small Market,South,12,1,Beans,Espresso,Caffe Mocha,$46,114,Louisiana,50,20,80,35,Regular
971,-1,12/1/2013,422,57,Small Market,West,17,1,Beans,Espresso,Caffe Latte,$9,110,Oregon,50,10,90,51,Regular
262,22,12/1/2013,466,63,Small Market,Central,13,1,Leaves,Tea,Darjeeling,$42,113,Wisconsin,50,20,80,35,Regular
959,2,12/1/2013,818,49,Small Market,East,9,1,Leaves,Tea,Green Tea,$42,87,Connecticut,50,40,80,21,Regular
435,-6,12/1/2013,335,69,Small Market,West,44,1,Leaves,Tea,Darjeeling,-$6,126,Utah,50,0,80,73,Regular
509,6,12/1/2013,627,76,Small Market,West,49,1,Leaves,Tea,Green Tea,-$4,140,Washington,50,-10,90,79,Regular
630,-13,10/1/2012,541,51,Major Market,Central,12,1,Leaves,Herbal Tea,Lemon,$27,90,Illinois,40,40,60,24,Decaf
209,-14,10/1/2012,541,51,Major Market,West,12,1,Leaves,Herbal Tea,Mint,$26,90,California,40,40,60,25,Decaf
505,-36,10/1/2012,1698,23,Small Market,South,26,1,Beans,Coffee,Decaf Irish Cream,-$26,109,New Mexico,40,10,150,49,Decaf
318,-10,10/1/2012,449,67,Small Market,South,14,1,Beans,Espresso,Decaf Espresso,$30,113,Louisiana,40,40,60,37,Decaf
515,-23,10/1/2012,1000,37,Small Market,Central,9,1,Beans,Coffee,Colombian,$7,68,Iowa,40,30,60,30,Regular
505,-16,10/1/2012,320,64,Small Market,South,41,1,Beans,Espresso,Caffe Mocha,-$6,109,New Mexico,40,10,60,70,Regular
801,-12,10/1/2012,833,47,Small Market,West,8,1,Beans,Espresso,Caffe Latte,$28,79,Utah,40,40,60,19,Regular
505,-24,10/1/2012,1000,37,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,$6,68,New Mexico,40,30,50,31,Decaf
636,-17,10/1/2012,244,53,Small Market,Central,12,1,Leaves,Tea,Darjeeling,$13,92,Missouri,40,30,60,40,Regular
959,-22,10/1/2012,806,36,Small Market,East,6,1,Leaves,Tea,Green Tea,$18,60,Connecticut,40,40,60,18,Regular
603,-8,10/1/2012,430,43,Small Market,East,0,1,Leaves,Tea,Green Tea,$32,43,New Hampshire,40,40,40,11,Regular
801,-26,10/1/2012,320,64,Small Market,West,41,1,Leaves,Tea,Darjeeling,-$6,109,Utah,40,20,50,70,Regular
206,-10,10/1/2012,606,84,Small Market,West,54,1,Leaves,Tea,Green Tea,$0,144,Washington,40,10,60,84,Regular
937,-1,11/1/2012,482,48,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,$29,80,Ohio,40,30,70,19,Decaf
407,3,11/1/2012,391,67,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,$13,121,Florida,40,10,80,54,Decaf
715,-19,11/1/2012,570,30,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,$11,52,Wisconsin,40,30,60,19,Decaf
505,-12,11/1/2012,248,47,Small Market,South,11,1,Beans,Espresso,Decaf Espresso,$8,82,New Mexico,40,20,60,39,Decaf
775,-15,11/1/2012,1003,35,Small Market,West,8,1,Beans,Coffee,Decaf Irish Cream,$5,64,Nevada,40,20,70,30,Decaf
563,-15,11/1/2012,1003,35,Small Market,Central,8,1,Beans,Coffee,Colombian,$5,64,Iowa,40,20,60,30,Regular
603,-3,11/1/2012,211,42,Small Market,East,12,1,Beans,Espresso,Regular Espresso,-$3,76,New Hampshire,40,0,70,45,Regular
918,-1,11/1/2012,482,48,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,$29,80,Oklahoma,40,30,60,19,Regular
775,1,11/1/2012,387,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,$31,43,Nevada,40,30,40,12,Regular
435,-3,11/1/2012,836,48,Small Market,West,9,1,Beans,Espresso,Caffe Latte,$27,81,Utah,40,30,70,21,Regular
573,-9,11/1/2012,1804,40,Small Market,Central,25,1,Leaves,Herbal Tea,Lemon,-$9,122,Missouri,40,0,110,49,Decaf
801,-8,11/1/2012,1804,40,Small Market,West,25,1,Leaves,Herbal Tea,Mint,-$8,122,Utah,40,0,110,48,Decaf
417,-1,11/1/2012,248,47,Small Market,Central,11,1,Leaves,Tea,Darjeeling,$9,82,Missouri,40,10,60,38,Regular
636,-3,11/1/2012,211,42,Small Market,Central,12,1,Leaves,Tea,Earl Grey,-$3,76,Missouri,40,0,60,45,Regular
314,-4,11/1/2012,243,41,Small Market,Central,12,1,Leaves,Tea,Green Tea,-$4,74,Missouri,40,0,60,45,Regular
603,2,11/1/2012,387,43,Small Market,East,0,1,Leaves,Tea,Green Tea,$32,43,New Hampshire,40,30,40,11,Regular
435,3,11/1/2012,325,62,Small Market,West,40,1,Leaves,Tea,Darjeeling,-$7,106,Utah,40,-10,70,69,Regular
937,-5,12/1/2012,490,44,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,$25,73,Ohio,40,30,60,19,Decaf
330,-1,12/1/2012,870,49,Major Market,Central,9,1,Leaves,Herbal Tea,Lemon,$29,82,Ohio,40,30,70,20,Decaf
508,-3,12/1/2012,422,57,Major Market,East,17,1,Leaves,Herbal Tea,Lemon,$7,103,Massachusetts,40,10,70,50,Decaf
813,-4,12/1/2012,882,45,Major Market,East,8,1,Leaves,Tea,Darjeeling,$26,75,Florida,40,30,70,19,Regular
857,-5,12/1/2012,490,44,Major Market,East,8,1,Leaves,Tea,Green Tea,$25,73,Massachusetts,40,30,70,19,Regular
262,-17,12/1/2012,567,32,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,$13,56,Wisconsin,40,30,70,19,Decaf
702,1,12/1/2012,344,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,$31,43,Nevada,40,30,40,12,Regular
435,-4,12/1/2012,844,46,Small Market,West,8,1,Beans,Espresso,Caffe Latte,$26,77,Utah,40,30,70,20,Regular
715,0,12/1/2012,863,51,Small Market,Central,9,1,Leaves,Herbal Tea,Lemon,$30,85,Wisconsin,40,30,70,21,Decaf
603,-8,12/1/2012,250,49,Small Market,East,14,1,Leaves,Herbal Tea,Lemon,$2,88,New Hampshire,40,10,60,47,Decaf
505,-13,12/1/2012,1009,38,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,$7,69,New Mexico,40,20,60,31,Decaf
573,1,12/1/2012,256,51,Small Market,Central,12,1,Leaves,Tea,Darjeeling,$11,89,Missouri,40,10,70,40,Regular
636,2,12/1/2012,250,49,Small Market,Central,14,1,Leaves,Tea,Green Tea,$2,88,Missouri,40,0,70,47,Regular
603,2,12/1/2012,344,43,Small Market,East,0,1,Leaves,Tea,Green Tea,$32,43,New Hampshire,40,30,40,11,Regular
509,10,12/1/2012,320,66,Small Market,West,12,1,Leaves,Tea,Darjeeling,$30,107,Washington,40,20,70,36,Regular
801,2,12/1/2012,256,51,Small Market,West,12,1,Leaves,Tea,Earl Grey,$12,89,Utah,40,10,60,39,Regular
509,8,12/1/2012,466,63,Small Market,West,13,1,Leaves,Tea,Earl Grey,$28,106,Washington,40,20,70,35,Regular
312,0,10/1/2013,541,51,Major Market,Central,12,1,Leaves,Herbal Tea,Lemon,$40,96,Illinois,40,40,60,24,Decaf
530,-1,10/1/2013,541,51,Major Market,West,12,1,Leaves,Herbal Tea,Mint,$39,96,California,40,40,60,25,Decaf
505,-49,10/1/2013,1698,23,Small Market,South,26,1,Beans,Coffee,Decaf Irish Cream,-$39,116,New Mexico,40,10,150,49,Decaf
318,5,10/1/2013,449,67,Small Market,South,14,1,Beans,Espresso,Decaf Espresso,$45,120,Louisiana,40,40,60,37,Decaf
515,-20,10/1/2013,1000,37,Small Market,Central,9,1,Beans,Coffee,Colombian,$10,72,Iowa,40,30,60,30,Regular
505,-19,10/1/2013,320,64,Small Market,South,41,1,Beans,Espresso,Caffe Mocha,-$9,116,New Mexico,40,10,60,70,Regular
435,2,10/1/2013,833,47,Small Market,West,8,1,Beans,Espresso,Caffe Latte,$42,84,Utah,40,40,60,19,Regular
505,-21,10/1/2013,1000,37,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,$9,72,New Mexico,40,30,50,31,Decaf
314,-11,10/1/2013,244,53,Small Market,Central,12,1,Leaves,Tea,Darjeeling,$19,98,Missouri,40,30,60,40,Regular
203,-13,10/1/2013,806,36,Small Market,East,6,1,Leaves,Tea,Green Tea,$27,64,Connecticut,40,40,60,18,Regular
603,7,10/1/2013,430,43,Small Market,East,0,1,Leaves,Tea,Green Tea,$47,46,New Hampshire,40,40,40,11,Regular
435,-29,10/1/2013,320,64,Small Market,West,41,1,Leaves,Tea,Darjeeling,-$9,116,Utah,40,20,50,70,Regular
206,-10,10/1/2013,606,84,Small Market,West,54,1,Leaves,Tea,Green Tea,$0,153,Washington,40,10,60,84,Regular
440,13,11/1/2013,482,48,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,$43,85,Ohio,40,30,70,19,Decaf
561,9,11/1/2013,391,67,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,$19,129,Florida,40,10,80,54,Decaf
920,-14,11/1/2013,570,30,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,$16,55,Wisconsin,40,30,60,19,Decaf
505,-8,11/1/2013,248,47,Small Market,South,11,1,Beans,Espresso,Decaf Espresso,$12,87,New Mexico,40,20,60,39,Decaf
702,-13,11/1/2013,1003,35,Small Market,West,8,1,Beans,Coffee,Decaf Irish Cream,$7,68,Nevada,40,20,70,30,Decaf
515,-13,11/1/2013,1003,35,Small Market,Central,8,1,Beans,Coffee,Colombian,$7,68,Iowa,40,20,60,30,Regular
603,-4,11/1/2013,211,42,Small Market,East,12,1,Beans,Espresso,Regular Espresso,-$4,81,New Hampshire,40,0,70,45,Regular
580,13,11/1/2013,482,48,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,$43,85,Oklahoma,40,30,60,19,Regular
775,16,11/1/2013,387,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,$46,46,Nevada,40,30,40,12,Regular
435,10,11/1/2013,836,48,Small Market,West,9,1,Beans,Espresso,Caffe Latte,$40,86,Utah,40,30,70,21,Regular
314,-13,11/1/2013,1804,40,Small Market,Central,25,1,Leaves,Herbal Tea,Lemon,-$13,130,Missouri,40,0,110,49,Decaf
435,-12,11/1/2013,1804,40,Small Market,West,25,1,Leaves,Herbal Tea,Mint,-$12,130,Utah,40,0,110,48,Decaf
636,3,11/1/2013,248,47,Small Market,Central,11,1,Leaves,Tea,Darjeeling,$13,87,Missouri,40,10,60,38,Regular
573,-4,11/1/2013,211,42,Small Market,Central,12,1,Leaves,Tea,Earl Grey,-$4,81,Missouri,40,0,60,45,Regular
314,-6,11/1/2013,243,41,Small Market,Central,12,1,Leaves,Tea,Green Tea,-$6,79,Missouri,40,0,60,45,Regular
603,17,11/1/2013,387,43,Small Market,East,0,1,Leaves,Tea,Green Tea,$47,46,New Hampshire,40,30,40,11,Regular
435,0,11/1/2013,325,62,Small Market,West,40,1,Leaves,Tea,Darjeeling,-$10,113,Utah,40,-10,70,69,Regular
614,7,12/1/2013,490,44,Major Market,Central,8,1,Leaves,Herbal Tea,Chamomile,$37,78,Ohio,40,30,60,19,Decaf
440,13,12/1/2013,870,49,Major Market,Central,9,1,Leaves,Herbal Tea,Lemon,$43,87,Ohio,40,30,70,20,Decaf
774,0,12/1/2013,422,57,Major Market,East,17,1,Leaves,Herbal Tea,Lemon,$10,110,Massachusetts,40,10,70,50,Decaf
321,9,12/1/2013,882,45,Major Market,East,8,1,Leaves,Tea,Darjeeling,$39,80,Florida,40,30,70,19,Regular
774,7,12/1/2013,490,44,Major Market,East,8,1,Leaves,Tea,Green Tea,$37,78,Massachusetts,40,30,70,19,Regular
608,-11,12/1/2013,567,32,Small Market,Central,7,1,Beans,Espresso,Decaf Espresso,$19,60,Wisconsin,40,30,70,19,Decaf
775,16,12/1/2013,344,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,$46,46,Nevada,40,30,40,12,Regular
435,9,12/1/2013,844,46,Small Market,West,8,1,Beans,Espresso,Caffe Latte,$39,82,Utah,40,30,70,20,Regular
715,15,12/1/2013,863,51,Small Market,Central,9,1,Leaves,Herbal Tea,Lemon,$45,91,Wisconsin,40,30,70,21,Decaf
603,-7,12/1/2013,250,49,Small Market,East,14,1,Leaves,Herbal Tea,Lemon,$3,94,New Hampshire,40,10,60,47,Decaf
505,-10,12/1/2013,1009,38,Small Market,South,9,1,Leaves,Herbal Tea,Lemon,$10,74,New Mexico,40,20,60,31,Decaf
314,6,12/1/2013,256,51,Small Market,Central,12,1,Leaves,Tea,Darjeeling,$16,95,Missouri,40,10,70,40,Regular
660,3,12/1/2013,250,49,Small Market,Central,14,1,Leaves,Tea,Green Tea,$3,94,Missouri,40,0,70,47,Regular
603,17,12/1/2013,344,43,Small Market,East,0,1,Leaves,Tea,Green Tea,$47,46,New Hampshire,40,30,40,11,Regular
253,25,12/1/2013,320,66,Small Market,West,12,1,Leaves,Tea,Darjeeling,$45,114,Washington,40,20,70,36,Regular
435,8,12/1/2013,256,51,Small Market,West,12,1,Leaves,Tea,Earl Grey,$18,95,Utah,40,10,60,39,Regular
253,22,12/1/2013,466,63,Small Market,West,13,1,Leaves,Tea,Earl Grey,$42,113,Washington,40,20,70,35,Regular
216,-35,10/1/2012,503,71,Major Market,Central,46,1,Beans,Coffee,Decaf Irish Cream,-$5,122,Ohio,70,30,110,76,Decaf
440,-34,10/1/2012,405,71,Major Market,Central,17,1,Beans,Coffee,Amaretto,$26,123,Ohio,70,60,110,45,Regular
937,-32,10/1/2012,419,64,Major Market,Central,13,1,Beans,Coffee,Colombian,$28,107,Ohio,70,60,100,36,Regular
774,-41,10/1/2012,542,65,Major Market,East,46,1,Beans,Espresso,Caffe Mocha,-$11,116,Massachusetts,70,30,100,76,Regular
832,5,10/1/2012,-868,110,Major Market,South,23,1,Beans,Espresso,Caffe Latte,$55,182,Texas,70,50,110,55,Regular
863,-14,10/1/2012,851,70,Major Market,East,13,1,Leaves,Tea,Green Tea,$46,118,Florida,70,60,120,24,Regular
985,-12,10/1/2012,329,99,Small Market,South,18,1,Beans,Espresso,Caffe Mocha,$58,159,Louisiana,70,70,100,41,Regular
971,-33,10/1/2012,405,71,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,$27,123,Oregon,70,60,100,44,Regular
253,-34,10/1/2012,385,70,Small Market,West,21,1,Beans,Espresso,Caffe Mocha,$16,126,Washington,70,50,110,54,Regular
405,-34,10/1/2012,385,70,Small Market,South,21,1,Leaves,Herbal Tea,Chamomile,$16,126,Oklahoma,70,50,110,54,Decaf
435,-37,10/1/2012,447,69,Small Market,West,14,1,Leaves,Herbal Tea,Lemon,$23,114,Utah,70,60,90,46,Decaf
567,-13,11/1/2012,509,73,Major Market,Central,47,1,Beans,Coffee,Decaf Irish Cream,-$3,125,Ohio,70,10,120,76,Decaf
614,-8,11/1/2012,424,68,Major Market,Central,14,1,Beans,Coffee,Colombian,$32,114,Ohio,70,40,110,36,Regular
303,-14,11/1/2012,509,73,Major Market,Central,47,1,Leaves,Herbal Tea,Lemon,-$4,125,Colorado,70,10,110,77,Decaf
720,-8,11/1/2012,411,79,Major Market,Central,19,1,Leaves,Herbal Tea,Mint,$32,138,Colorado,70,40,120,47,Decaf
713,-8,11/1/2012,411,79,Major Market,South,19,1,Leaves,Herbal Tea,Chamomile,$32,138,Texas,70,40,120,47,Decaf
718,-3,11/1/2012,589,73,Major Market,East,14,1,Leaves,Tea,Green Tea,$47,123,New York,70,50,120,26,Regular
860,-14,11/1/2012,380,71,Small Market,East,17,1,Beans,Espresso,Decaf Espresso,$26,124,Connecticut,70,40,120,45,Decaf
435,2,11/1/2012,885,78,Small Market,West,15,1,Beans,Espresso,Decaf Espresso,$52,132,Utah,70,50,120,26,Decaf
505,-10,11/1/2012,452,66,Small Market,South,14,1,Beans,Coffee,Colombian,$20,109,New Mexico,70,30,120,46,Regular
504,-9,11/1/2012,-906,86,Small Market,South,55,1,Beans,Espresso,Caffe Latte,$1,147,Louisiana,70,10,110,85,Regular
541,-14,11/1/2012,410,69,Small Market,West,20,1,Beans,Espresso,Caffe Latte,$16,124,Oregon,70,30,120,53,Regular
860,8,11/1/2012,601,102,Small Market,East,31,1,Leaves,Herbal Tea,Lemon,$38,184,Connecticut,70,30,130,64,Decaf
715,2,11/1/2012,613,86,Small Market,Central,55,1,Leaves,Tea,Earl Grey,$2,147,Wisconsin,70,0,120,84,Regular
425,-1,11/1/2012,321,88,Small Market,West,16,1,Leaves,Tea,Darjeeling,$49,141,Washington,70,50,100,39,Regular
419,-16,12/1/2012,521,65,Major Market,Central,42,1,Beans,Coffee,Decaf Irish Cream,-$6,112,Ohio,70,10,110,71,Decaf
513,-11,12/1/2012,424,73,Major Market,Central,17,1,Beans,Coffee,Amaretto,$29,127,Ohio,70,40,120,44,Regular
512,17,12/1/2012,-1239,101,Major Market,South,22,1,Beans,Espresso,Caffe Latte,$47,168,Texas,70,30,120,54,Regular
309,3,12/1/2012,601,79,Major Market,Central,15,1,Leaves,Tea,Darjeeling,$53,133,Illinois,70,50,110,26,Regular
816,-4,12/1/2012,1075,76,Small Market,Central,19,1,Beans,Coffee,Decaf Irish Cream,$36,139,Missouri,70,40,130,40,Decaf
959,-19,12/1/2012,392,65,Small Market,East,16,1,Beans,Espresso,Decaf Espresso,$21,114,Connecticut,70,40,110,44,Decaf
435,-3,12/1/2012,898,73,Small Market,West,14,1,Beans,Espresso,Decaf Espresso,$47,123,Utah,70,50,110,26,Decaf
603,-13,12/1/2012,327,75,Small Market,East,16,1,Beans,Coffee,Amaretto,$37,127,New Hampshire,70,50,110,38,Regular
475,-12,12/1/2012,627,76,Small Market,East,49,1,Beans,Espresso,Caffe Mocha,-$2,131,Connecticut,70,10,120,78,Regular
603,-14,12/1/2012,335,69,Small Market,East,44,1,Beans,Espresso,Caffe Mocha,-$4,118,New Hampshire,70,10,110,73,Regular
503,-19,12/1/2012,482,57,Small Market,West,13,1,Beans,Coffee,Colombian,$1,98,Oregon,70,20,110,56,Regular
503,-12,12/1/2012,424,73,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,$28,127,Oregon,70,40,120,45,Regular
405,2,12/1/2012,403,80,Small Market,South,24,1,Leaves,Herbal Tea,Chamomile,$22,145,Oklahoma,70,20,130,58,Decaf
435,-4,12/1/2012,327,75,Small Market,West,16,1,Leaves,Herbal Tea,Chamomile,$36,127,Utah,70,40,110,39,Decaf
801,-12,12/1/2012,462,74,Small Market,West,15,1,Leaves,Herbal Tea,Lemon,$28,122,Utah,70,40,110,46,Decaf
425,-4,12/1/2012,845,71,Small Market,West,13,1,Leaves,Herbal Tea,Lemon,$46,120,Washington,70,50,110,25,Decaf
860,-3,12/1/2012,898,73,Small Market,East,14,1,Leaves,Tea,Darjeeling,$47,123,Connecticut,70,50,120,26,Regular
234,-37,10/1/2013,503,71,Major Market,Central,46,1,Beans,Coffee,Decaf Irish Cream,-$7,130,Ohio,70,30,110,76,Decaf
614,-21,10/1/2013,405,71,Major Market,Central,17,1,Beans,Coffee,Amaretto,$39,131,Ohio,70,60,110,45,Regular
937,-18,10/1/2013,419,64,Major Market,Central,13,1,Beans,Coffee,Colombian,$42,114,Ohio,70,60,100,36,Regular
774,-46,10/1/2013,542,65,Major Market,East,46,1,Beans,Espresso,Caffe Mocha,-$16,124,Massachusetts,70,30,100,76,Regular
682,32,10/1/2013,-868,110,Major Market,South,23,1,Beans,Espresso,Caffe Latte,$82,194,Texas,70,50,110,55,Regular
772,8,10/1/2013,851,70,Major Market,East,13,1,Leaves,Tea,Green Tea,$68,126,Florida,70,60,120,24,Regular
225,16,10/1/2013,329,99,Small Market,South,18,1,Beans,Espresso,Caffe Mocha,$86,169,Louisiana,70,70,100,41,Regular
541,-20,10/1/2013,405,71,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,$40,131,Oregon,70,60,100,44,Regular
425,-26,10/1/2013,385,70,Small Market,West,21,1,Beans,Espresso,Caffe Mocha,$24,134,Washington,70,50,110,54,Regular
580,-26,10/1/2013,385,70,Small Market,South,21,1,Leaves,Herbal Tea,Chamomile,$24,134,Oklahoma,70,50,110,54,Decaf
435,-26,10/1/2013,447,69,Small Market,West,14,1,Leaves,Herbal Tea,Lemon,$34,121,Utah,70,60,90,46,Decaf
614,-14,11/1/2013,509,73,Major Market,Central,47,1,Beans,Coffee,Decaf Irish Cream,-$4,133,Ohio,70,10,120,76,Decaf
234,7,11/1/2013,424,68,Major Market,Central,14,1,Beans,Coffee,Colombian,$47,121,Ohio,70,40,110,36,Regular
970,-16,11/1/2013,509,73,Major Market,Central,47,1,Leaves,Herbal Tea,Lemon,-$6,133,Colorado,70,10,110,77,Decaf
970,7,11/1/2013,411,79,Major Market,Central,19,1,Leaves,Herbal Tea,Mint,$47,147,Colorado,70,40,120,47,Decaf
936,7,11/1/2013,411,79,Major Market,South,19,1,Leaves,Herbal Tea,Chamomile,$47,147,Texas,70,40,120,47,Decaf
914,20,11/1/2013,589,73,Major Market,East,14,1,Leaves,Tea,Green Tea,$70,131,New York,70,50,120,26,Regular
203,-1,11/1/2013,380,71,Small Market,East,17,1,Beans,Espresso,Decaf Espresso,$39,132,Connecticut,70,40,120,45,Decaf
435,27,11/1/2013,885,78,Small Market,West,15,1,Beans,Espresso,Decaf Espresso,$77,141,Utah,70,50,120,26,Decaf
505,0,11/1/2013,452,66,Small Market,South,14,1,Beans,Coffee,Colombian,$30,116,New Mexico,70,30,120,46,Regular
318,-9,11/1/2013,-906,86,Small Market,South,55,1,Beans,Espresso,Caffe Latte,$1,157,Louisiana,70,10,110,85,Regular
503,-6,11/1/2013,410,69,Small Market,West,20,1,Beans,Espresso,Caffe Latte,$24,132,Oregon,70,30,120,53,Regular
475,26,11/1/2013,601,102,Small Market,East,31,1,Leaves,Herbal Tea,Lemon,$56,196,Connecticut,70,30,130,64,Decaf
715,3,11/1/2013,613,86,Small Market,Central,55,1,Leaves,Tea,Earl Grey,$3,157,Wisconsin,70,0,120,84,Regular
509,23,11/1/2013,321,88,Small Market,West,16,1,Leaves,Tea,Darjeeling,$73,150,Washington,70,50,100,39,Regular
513,-19,12/1/2013,521,65,Major Market,Central,42,1,Beans,Coffee,Decaf Irish Cream,-$9,119,Ohio,70,10,110,71,Decaf
234,3,12/1/2013,424,73,Major Market,Central,17,1,Beans,Coffee,Amaretto,$43,135,Ohio,70,40,120,44,Regular
361,40,12/1/2013,-1239,101,Major Market,South,22,1,Beans,Espresso,Caffe Latte,$70,179,Texas,70,30,120,54,Regular
630,29,12/1/2013,601,79,Major Market,Central,15,1,Leaves,Tea,Darjeeling,$79,142,Illinois,70,50,110,26,Regular
636,13,12/1/2013,1075,76,Small Market,Central,19,1,Beans,Coffee,Decaf Irish Cream,$53,148,Missouri,70,40,130,40,Decaf
203,-9,12/1/2013,392,65,Small Market,East,16,1,Beans,Espresso,Decaf Espresso,$31,121,Connecticut,70,40,110,44,Decaf
435,20,12/1/2013,898,73,Small Market,West,14,1,Beans,Espresso,Decaf Espresso,$70,131,Utah,70,50,110,26,Decaf
